word,reading,pos,meaning,collocation,count,source,is_n2_core,examples,meaning_detail,quadrant
予感,よかん,名·他サ,预感,不吉な予感（不祥的预兆）,0,词表,是,予感がして、何かが起こる気がしました。 / 彼女は良い予感を持っていました。,①预感（例：悪い予感がする｜我有不好的预感。）,社区推荐
予期,よき,名·他サ,预期,予期のごとく（正如所料）,0,词表,是,予期していた結果とは違いました。 / 予期せぬ出来事が起こりました。,①预期（例：予期していた結果｜这是我预期的结果。）,社区推荐
翌朝,よくあさ,名,次日早晨,翌朝に起きる / 翌朝の天気 / 翌朝に出発する,0,词表,是,翌朝、彼は早く起きました。 / 翌朝の天気は、とても良かったです。,①第二天早上（例：翌朝に出発する｜我第二天早上出发。）,社区推荐
予告,よこく,名·他サ,预告,予告をする / 予告がある / 予告を受ける,0,词表,是,映画の予告を見て、興味が湧きました。 / 予告編を見て、観たい映画が増えました。,①预告（例：映画の予告編｜这是电影的预告片。）,社区推荐
横道,おうどう,名,岔道,横道にそれる / 横道を歩く / 横道に入る,0,词表,是,横道に入ると、静かな場所に出ました。 / その横道は、あまり人が通りません。,①小路（例：横道に入る｜我走进小路。）②偏离（例：横道にそれる｜偏离了方向。）,社区推荐
予選,よせん,名,预选,予選を通過する / 予選が行われる / 予選に参加する,0,词表,是,予選を通過するために、全力を尽くします。 / 予選の結果が発表されるのが楽しみです。,①预选赛（例：予選に参加する｜我参加预选赛。）,社区推荐
夜空,よぞら,名,夜空,夜空を見上げる / 夜空に星が輝く / 夜空が美しい,0,词表,是,夜空にはたくさんの星が輝いています。 / 夜空を見上げると、心が落ち着きます。,①夜晚的天空（例：夜空を見上げる｜我仰望夜空。）,社区推荐
酔っ払い,よっぱらい,名,醉汉,酔っ払いが騒ぐ / 酔っ払いに絡まれる / 酔っ払いを見かける,0,词表,是,酔っ払いが道で寝ていました。 / 彼は酔っ払いの友達を助けました。,①醉酒的人（酔っ払いが多い｜有很多醉酒的人。）②喝醉（酔っ払っている｜我喝醉了。）,社区推荐
弱気,よわき,名·ナ形,怯懦,弱気になる（气馁起来）,0,词表,是,弱気にならずに、自信を持ってください。 / 彼は弱気になって、挑戦を避けました。,①软弱（弱気な態度｜这是软弱的态度。）②缺乏信心（弱気になる｜我变得缺乏信心。）,社区推荐
弱み,よわみ,名,弱点,弱みを見せる / 弱みを抱える / 弱みを克服する,0,词表,是,彼女の弱みを知っているのは、私だけです。 / 弱みを克服するために努力しています。,①弱点（彼の弱み｜这是他的弱点。）②脆弱性（弱みを見せる｜我露出了脆弱性。）,社区推荐
落第,らくだい,名·自サ,不及格,落第する / 落第が決まる / 落第を恐れる,0,词表,是,落第しないように、勉強を頑張ります。 / 彼は試験に落第してしまいました。,①不及格（試験に落第した｜我在考试中不及格。）②失败（落第生｜他是个落第生。）,社区推荐
利害,りがい,名,损益,利害が一致する / 利害を考える / 利害関係がある,0,词表,是,利害が一致することが、ビジネスの成功につながります。 / 利害関係を考慮して、話し合いを進めます。,①利益与损害（利害関係｜这是利益与损害。）②利弊（利害を考える｜我在考虑利弊。）,社区推荐
領事,りょうじ,名,领事,領事に会う / 領事が訪れる / 領事の仕事,0,词表,是,領事に相談して、ビザの手続きをしました。 / 領事館での手続きは、少し時間がかかります。,①领事（日本の領事｜这是日本的领事。）②外交官（領事館の職員｜这是领事馆的职员。）,社区推荐
礼儀,れいぎ,名,礼仪,礼儀を守る / 礼儀が大切 / 礼儀を教える,0,词表,是,礼儀を守ることは、社会人として大切です。 / 彼は礼儀正しい人だと評判です。,①礼节（礼儀を守る｜我遵守礼节。）②礼貌（礼儀正しい｜他很有礼貌。）,社区推荐
零点,れいてん,名,零分,零点を取る / 零点がつく / 零点になる,0,词表,是,零点を取らないように、注意が必要です。 / 彼は試験で零点を取ってしまいました。,①零点（零点に到着｜我零点到达。）②零时（零点の鐘｜这是零点的钟声。）,社区推荐
列島,れっとう,名,列岛,列島を巡る / 列島が連なる / 列島の地図,0,词表,是,列島を巡る旅行が計画されています。 / 日本列島には、美しい景色がたくさんあります。,①列岛（日本列島｜这是日本列岛。）②群岛（列島を形成する｜形成了一个群岛。）,社区推荐
連合,れんごう,名·自他サ,联合,連合を結成する / 連合が発表する / 連合に参加する,0,词表,是,連合の会議は来週行われます。 / 彼らは連合して新しいプロジェクトを始めました。,①联合（連合国｜这是联合国。）②联盟（労働連合｜工会）,社区推荐
露出,ろしゅつ,名·自サ,露出，露天,露出工事（露天工程）,0,词表,是,露出が多い服は夏にぴったりです。 / その映画は露出の多いシーンが話題になりました。,①暴露（例：肌を露出する｜暴露肌肤）②显露（例：感情を露出する｜显露感情）,社区推荐
路線,ろせん,名,线路,路線が変更される / 路線を確認する / 路線に乗る,0,词表,是,この路線は毎日混んでいます。 / 新しい路線が開通したので、便利になりました。,①路线（例：新しい路線が開通｜新开路线）②方针（例：路線を変更する｜改变方针）,社区推荐
若人,わこうど,名,年轻人,若人が集まる / 若人に人気 / 若人の意見,0,词表,是,若人たちが集まるイベントが開催されます。 / 若人の意見を聞くことは大切です。,①年轻人（例：若人が集まる｜年轻人聚集）②青年（例：若人の意見｜年轻人的意见）,社区推荐
綿,めん,名,棉，棉花,綿を使う / 綿が柔らかい / 綿で作る,0,词表,是,綿のシャツは肌触りが良いです。 / この布は綿でできているので、通気性がいいです。,①棉花（例：綿のシャツ｜棉质衬衫）②细腻（例：綿のような感触｜细腻的触感）,社区推荐
和服,わふく,名,和服,和服を着る / 和服が似合う / 和服のデザイン,0,词表,是,和服を着る機会はあまりありません。 / 彼女は和服がとても似合います。,①和式服装（例：和服を着る｜穿和服）②日本传统服装（例：和服の美しさ｜和服的美）,社区推荐
割り勘,わりかん,名,均摊,割り勘をする / 割り勘が公平 / 割り勘にする,0,词表,是,食事代は割り勘にしましょう。 / 友達と割り勘で映画を見に行きました。,①AA制（例：割り勘で払う｜AA制付款）②分摊费用（例：割り勘にしましょう｜我们分摊费用）,社区推荐
割安,わりやす,名·ナ形,较便宜,割安で買う / 割安な商品 / 割安に感じる,0,词表,是,この店は割安な商品が多いです。 / 割安な旅行プランを見つけました。,①便宜（例：割安な商品｜便宜的商品）②划算（例：割安な旅行｜划算的旅行）,社区推荐
悪口,わるくち,名,坏话,悪口を言う（说坏话）,0,词表,是,彼は悪口を言う人が嫌いです。 / 悪口を言うのは良くないと思います。,①诽谤（例：悪口を言う｜说坏话）②背后说坏话（例：悪口を言われた｜被人说坏话）,社区推荐
遭う,あう,自五,遭遇,天災 [てんさい] に遭う（遭遇天灾）,0,词表,是,事故に遭うことは避けたいです。 / 彼は不運にも大きなトラブルに遭いました。,①遭遇（例：事故に遭う｜遭遇事故）②遇到（例：友達に遭う｜遇到朋友）,社区推荐
扇ぐ,あおぐ,他五,扇（风）,団扇 [うちわ] で扇ぐ（用扇子扇风）,0,词表,是,扇ぐことで涼しくなります。 / 風を扇いで、暑さを和らげました。,①扇风（例：扇ぐ動作｜扇风的动作）②助长（例：火を扇ぐ｜助长火势）,社区推荐
呆れる,あきれる,自下一,惊呆,呆れた話だ（令人吃惊的话）,0,词表,是,彼の行動には呆れるばかりです。 / そのニュースを聞いて、私は呆れました。,①感到吃惊（例：彼の行動に呆れた。｜对他的行为感到吃惊）②无奈（例：呆れてしまった。｜感到无奈）,社区推荐
焦る,あせる,自·他五,焦躁，着急,成功 [せいこう] を焦るな（不要急于求成）,0,词表,是,試験が近づいてきて、焦っています。 / 彼女は焦って宿題を終わらせました。,①着急（例：時間がないと焦る。｜时间不够着急）②急躁（例：焦ってはいけない。｜不要急躁）,社区推荐
あぶる,あぶる,他五,烤；晒；烘,着物 [きもの] を火であぶる（在火上烘衣服）,0,词表,是,焼き魚をあぶると香ばしくなります。 / バーベキューで肉をあぶるのが好きです。,①烤（例：魚をあぶる。｜烤鱼）②熏（例：肉をあぶる。｜熏肉）,社区推荐
